SKU,Standard Price,StartDate,EndDate,Rental_1,Rental_2,Rental_3,Rental_4,Stock,ISBN,Min,Max,Target,Notes
180905M4655857-115-0134437705,169.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,58.1,58.1,29.05,169.75,4,0134437705,50.52,90.47,76.49,
180502NB-071-1305960696,123.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,58.5,58.5,29.25,123.9,5,1305960696,39.74,68.89,58.69,
180829M4647815-134-1454863102,196.33,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,58.15,58.15,29.07,196.33,3,1454863102,56.78,102.97,86.81,
180504BX-105-1337624268,172.62,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,58.14,58.14,29.07,172.62,1,1337624268,51.2,91.82,77.6,
180816MB-113-1337624268,169.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,58.14,58.14,29.07,169.9,5,1337624268,50.56,90.54,76.54,
180926M-4664718-076-1454869038,127.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.53,48.53,24.27,127.9,2,1454869038,40.68,70.77,60.24,
180905M4655857-071-0134290097,114.12,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,56.76,56.76,28.38,114.12,1,0134290097,37.44,64.29,54.89,
180507NB-141-1305652223,199.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,57.62,57.62,28.81,199.9,2,1305652223,57.62,104.65,88.19,
180507NB-141-1305262670,199.85,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,57.61,57.61,28.8,199.85,1,1305262670,57.61,104.63,88.17,
180507NB-133-0134461363,189.16,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,57.39,57.39,28.7,189.16,8,0134461363,55.09,99.6,84.02,
180828M4644395-109-0134604652,167.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,56.83,56.83,28.41,167.95,1,0134604652,50.1,89.62,75.79,
180824N428736-129-1454880864,183.53,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,57.36,57.36,28.68,183.53,2,1454880864,53.77,96.95,81.84,
180507NB-141-130558001X,196.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,56.82,56.82,28.41,196.5,1,130558001X,56.82,103.05,86.87,
180611FO-134-1305584481,195.47,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,56.58,56.58,28.29,195.47,4,1305584481,56.58,102.57,86.47,
180905M4655857-083-0134670949,131.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.64,55.64,27.82,131.95,2,0134670949,41.63,72.68,61.81,
180905M4655857-118-131905062X,192.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.88,55.88,27.94,192.5,8,131905062X,55.88,101.17,85.32,
180906M4655143-118-131905062X,192.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.88,55.88,27.94,192.5,1,131905062X,55.88,101.17,85.32,
180925M-4664718-121-1634608151,202.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,58.32,58.32,29.16,202.9,3,1634608151,58.32,106.07,89.36,
180504N-136-1259289907,191.77,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.71,55.71,27.86,191.77,4,1259289907,55.71,100.83,85.04,
180622mb-137-1259870502,191.76,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.7,55.7,27.85,191.76,5,1259870502,55.7,100.82,85.03,
180822N409369-113-1337565695,165.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.75,54.75,27.38,165.98,1,1337565695,49.64,88.69,75.02,
180502FO-133-0134204921,190.56,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.42,55.42,27.71,190.56,1,0134204921,55.42,100.26,84.57,
180709MB-129-1319098754,189.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.28,55.28,27.64,189.98,2,1319098754,55.28,99.99,84.34,
180809NB-129-1305585445,189.35,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.14,55.14,27.57,189.35,7,1305585445,55.14,99.69,84.1,
180905M4655857-106-0134604717,188.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.94,54.94,27.47,188.5,2,0134604717,54.94,99.29,83.77,
180628MBNR-153-1259732789,187.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.7,54.7,27.35,187.5,1,1259732789,54.7,98.82,83.38,
180907M4589534-136-1259696537,187.49,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,65.28,65.28,32.64,187.49,1,1259696537,54.7,98.81,83.37,
180925BX-110-1337392693,187.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.7,54.7,27.35,187.5,5,1337392693,54.7,98.82,83.38,
180905M4655857-129-1259700933,190.38,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.38,55.38,27.69,190.38,7,1259700933,55.38,100.17,84.5,
180905M4655857-132-0134082311,185.88,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.32,54.32,27.16,185.88,7,0134082311,54.32,98.06,82.75,
180818NR-083-1454873507,132.6,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.16,54.16,27.08,132.6,2,1454873507,41.78,72.98,62.06,
180730NBNR-130-1454866985,184.99,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.11,54.11,27.05,184.99,1,1454866985,54.11,97.64,82.4,
180905M4655857-085-1454882646,130.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.98,52.98,26.49,130.98,3,1454882646,41.4,72.22,61.43,
180914M4634171-118-1337392936,172.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.85,53.85,26.93,172.5,3,1337392936,51.17,91.76,77.55,
180917AM-070-1464114889,145.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.9,53.9,26.95,145.5,2,1464114889,44.82,79.05,67.07,
180821M-118-1305637100,183.65,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.8,53.8,26.9,183.65,2,1305637100,53.8,97.01,81.88,
180830M4634171-111-1634602633,183.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.76,53.76,26.88,183.5,2,1634602633,53.76,96.94,81.82,
180905M4655857-129-1319098762,184.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.94,53.94,26.97,184.25,9,1319098762,53.94,97.29,82.12,
180822NNR-115-0321979079,154.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.6,53.6,26.8,154.25,5,0321979079,46.88,83.17,70.47,
180917NR-142-1259732665,182.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.52,53.52,26.76,182.5,4,1259732665,53.52,96.47,81.44,
180529FO-127-0134200055,181.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.38,53.38,26.69,181.9,3,0134200055,53.38,96.18,81.2,
180829M4647815-110-1454857943,163.4,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.32,53.32,26.66,163.4,1,1454857943,49.03,87.48,74.02,
180829M4647883-118-1305968557,160.59,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.63,52.63,26.32,160.59,2,1305968557,48.37,86.16,72.93,
180718MB-116-1618532359,179.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.82,52.82,26.41,179.5,1,1618532359,52.82,95.05,80.27,
180528BX-112-133756057X,179.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.82,52.82,26.41,179.5,11,133756057X,52.82,95.05,80.27,
180808N-100-0134159381,143.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.8,52.8,26.4,143.5,1,0134159381,44.35,78.11,66.3,
180619UN-049-0393615154,89.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.7,52.7,26.35,89.5,2,0393615146,31.64,52.7,45.33,
180808N-116-0134472098,178.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.58,52.58,26.29,178.5,2,0134472098,52.58,94.58,79.88,
180118BX-128-125971778X,178.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.58,52.58,26.29,178.5,2,125971778X,52.58,94.58,79.88,
180821M-125-1454870605,178.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.58,52.58,26.29,178.5,1,1454870605,52.58,94.58,79.88,
180918BX-140-1259870499,177.49,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.35,52.35,26.18,177.49,1,1259870499,52.35,94.11,79.49,
180822N409369-113-133761937X,164.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.18,52.18,26.09,164.25,7,133761937X,49.23,87.88,74.35,
180822N409369-125-1454857935,176.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.11,52.11,26.05,176.5,1,1454857935,52.11,93.64,79.11,
180824N428736-125-1454857935,178.82,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.11,52.11,26.05,178.82,4,1454857935,52.66,94.73,80.01,
180906BX-110-1305674251,167.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.98,51.98,25.99,167.5,4,1305674251,50,89.41,75.61,
180906RA-052-1119417511,103.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.98,51.98,25.99,103.5,5,1119417511,34.94,59.29,50.77,
171229BB-129-1305652649,175.71,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.93,51.93,25.96,175.71,3,1305652649,51.93,93.27,78.8,
180920NR-126-013418274X,168.5,2018-05-01T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.6,50.6,25.3,168.5,1,013418274X,50.23,89.88,76,
180831N425736-118-1337282650,174.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.75,51.75,25.88,174.95,4,1337282650,51.75,92.91,78.51,
180824N428736-118-1337282650,174.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.75,51.75,25.88,174.95,1,1337282650,51.75,92.91,78.51,
180829M4638615-118-1337282650,174.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.75,51.75,25.88,174.95,2,1337282650,51.75,92.91,78.51,
180212NB-121-0073523437,174.73,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.7,51.7,25.85,174.73,5,0073523437,51.7,92.81,78.42,
180628NBNR-115-0134179056,174.39,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.62,51.62,25.81,174.39,1,0134179056,51.62,92.65,78.29,
180829M4647883-121-1609302648,174.12,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.55,51.55,25.77,174.12,1,1609302648,51.55,92.52,78.18,
180829M4647815-125-1454857927,173.82,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.48,51.48,25.74,173.82,1,1454857927,51.48,92.38,78.07,
180814BX-120-1305494601,173.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.36,51.36,25.68,173.29,15,1305494601,51.36,92.13,77.86,
180629BX-127-1305628004,173.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.36,51.36,25.68,173.29,2,1305628004,51.36,92.13,77.86,
180822NNR-116-1259696529,172.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.17,51.17,25.59,172.5,2,1259696529,51.17,91.76,77.55,
180904N417314-115-0134472136,172.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.17,51.17,25.59,172.5,1,0134472136,51.17,91.76,77.55,
180507NB-118-1337095494,171.94,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.04,51.04,25.52,171.94,2,1337095494,51.04,91.5,77.34,
180119FO-122-0134492005,171.58,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.96,50.96,25.48,171.58,1,0134492005,50.96,91.33,77.2,
180731BX-100-1337406457,171.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.94,50.94,25.47,171.5,12,1337406457,50.94,91.29,77.17,
180904M4652350-118-1337390461,174.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.63,51.63,25.82,174.45,1,1337390461,51.63,92.68,78.31,
171220MB-127-1454837667,177.36,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.32,52.32,26.16,177.36,2,1454837667,52.32,94.05,79.44,
180507NB-099-013401135X,174.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.76,51.76,25.88,174.98,1,013401135X,51.76,92.93,78.52,
180622MB-121-1634593103,169.15,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.88,50.88,25.44,169.15,3,1634593103,50.38,90.18,76.25,
180829M4647883-115-1628101326,170.23,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.64,50.64,25.32,170.23,3,1628101326,50.64,90.69,76.67,
180516MB-118-1337103578,169.85,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.55,50.55,25.27,169.85,1,1337103578,50.55,90.51,76.53,
180813MB-118-1305968352,169.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.47,50.47,25.23,169.5,5,1305968352,50.47,90.35,76.39,
180808NB-111-1634594452,165.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.47,50.47,25.23,165.5,2,1634594452,49.52,88.47,74.84,
180509BX-112-1337406643,169.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.47,50.47,25.23,169.5,9,1337406643,50.47,90.35,76.39,
180829M4647815-117-1319066941,169.41,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.44,50.44,25.22,169.41,3,1319066941,50.44,90.31,76.35,
180905M4655857-084-0134685776,129.41,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.38,50.38,25.19,129.41,1,0134685776,41.03,71.48,60.82,
180613NB-105-1259631125,157.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.29,50.29,25.14,157.9,8,1259631125,47.74,84.89,71.89,
180809NB-118-1337275344,168.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.23,50.23,25.11,168.5,1,1337275344,50.23,89.88,76,
180905M4655857-121-1634603222,172.94,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.28,51.28,25.64,172.94,9,1634603222,51.28,91.97,77.72,
180819M-121-1634603222,178.8,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.28,51.28,25.64,178.8,3,1634603222,52.65,94.72,80,
180809NB-113-1337613312,168.3,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.18,50.18,25.09,168.3,4,1337613312,50.18,89.78,75.92,
180813FO-113-1337613312,168.3,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.18,50.18,25.09,168.3,1,1337613312,50.18,89.78,75.92,
180813NBNR-126-1454876425,167.75,2018-05-01T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.05,50.05,25.02,167.75,1,1454876425,50.05,89.52,75.71,
180902M4639114-115-1628101954,169.7,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.51,50.51,25.25,169.7,3,1628101954,50.51,90.44,76.47,
180512BX-113-1259616029,167.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.0,50.0,25.0,167.5,8,1259616029,50,89.41,75.61,
180514BX-110-1337091987,167.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.0,50.0,25.0,167.5,12,1337091987,50,89.41,75.61,
180529BX-115-1305505530,167.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.0,50.0,25.0,167.5,7,1305505530,50,89.41,75.61,
180905M4655857-037-1118988957,131.94,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,72.67,72.67,36.34,131.94,3,1118988957,41.63,72.67,61.81,
180720NB-115-1259610233,167.33,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.96,49.96,24.98,167.33,5,1259610233,49.96,89.33,75.55,
180529BX-107-1337559016,167.3,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.95,49.95,24.98,167.3,3,1337559016,49.95,89.31,75.54,
180813NNR-114-1260153126,165.93,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.63,49.63,24.82,165.93,8,1260153126,49.63,88.67,75,
180412F-113-1337102083,164.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.4,49.4,24.7,164.95,3,1337102083,49.4,88.21,74.62,
180730NB-113-1305652959,164.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.29,49.29,24.64,164.5,1,1305652959,49.29,88,74.45,
180921NR-106-013460699X,169.35,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.43,50.43,25.21,169.35,1,013460699X,50.43,90.28,76.33,
180720MBNR-103-0134125053,163.88,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.14,49.14,24.57,163.88,1,0134125053,49.14,87.7,74.21,
180905M4655857-138-0133799565,192.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.97,55.97,27.98,192.9,6,0133799565,55.97,101.36,85.47,
180621BX-105-133709806X,163.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.0,49.0,24.5,163.29,3,133709806X,49,87.43,73.98,
180829M4642649-138-0133799565,192.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.97,55.97,27.98,192.9,2,0133799565,55.97,101.36,85.47,
180829M4647883-131-1454873817,185.39,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.2,54.2,27.1,185.39,2,1454873817,54.2,97.83,82.56,
180918BB-071-0134443918,80.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.58,48.58,24.29,80.75,1,0134443918,29.58,48.58,41.93,
180501BX-102-1337687367,161.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.53,48.53,24.27,161.29,7,1337687367,48.53,86.48,73.2,
180920NR-102-0134196171,135.5,2018-05-01T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.5,48.5,24.25,135.5,2,0134196171,42.47,74.35,63.19,
180521BB-108-1305874331,160.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.46,48.46,24.23,160.98,1,1305874331,48.46,86.34,73.08,
180831RR-096-1259562794,145.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.23,48.23,24.12,145.45,1,1259562794,44.81,79.03,67.05,
180517NBNR-106-0134292383,160.8,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.42,48.42,24.21,160.8,3,0134292383,48.42,86.25,73.01,
180512BX-101-1259870456,160.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.34,48.34,24.17,160.45,1,1259870456,48.34,86.09,72.88,
180824N428736-68-1683281241,119.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.26,48.26,24.13,119.9,3,1683281241,38.8,67.01,57.13,
180925M-4664718-096-0134419707,159.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.21,48.21,24.11,159.9,1,0134419707,48.21,85.83,72.66,
180905RR-058-1319015875,124.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.18,48.18,24.09,124.5,1,1319015875,39.88,69.17,58.92,
180507NB-108-1305966465,159.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.1,48.1,24.05,159.45,3,1305966465,48.1,85.62,72.49,
170630F-124-1305966465,109.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.1,48.1,24.05,109.5,2,1305966465,36.35,62.11,53.1,
180501BX-107-1337612391,159.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.1,48.1,24.05,159.45,19,1337612391,48.1,85.62,72.49,
180919M4595587-101-1319061737,149.3,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.87,47.87,23.93,149.3,4,1319061737,45.71,80.84,68.55,
180905M4655857-058-0323390188,100.34,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.99,50.99,25.5,100.34,5,0323390188,34.19,57.8,49.54,
180507NB-111-1305946952,157.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.76,47.76,23.88,157.98,5,1305946952,47.76,84.93,71.92,
180813N-110-1305946952,157.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.76,47.76,23.88,157.98,3,1305946952,47.76,84.93,71.92,
180822NNR-108-1260008851,115.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.64,47.64,23.82,115.5,1,1260008851,37.76,64.94,55.42,
180902MB-107-1305107128,159.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.11,48.11,24.05,159.5,2,1305107128,48.11,85.64,72.51,
180905M4655857-108-0134203690,157.65,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.68,47.68,23.84,157.65,6,0134203690,47.68,84.77,71.79,
180411BC-087-0878936467,78.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.52,47.52,23.76,78.5,2,0878936467,29.05,47.52,41.06,
180508BX-106-1337570931,156.76,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.47,47.47,23.73,156.76,8,1337570931,47.47,84.35,71.44,
180910VA-094-1634600169,156.47,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.4,47.4,23.7,156.47,9,1634600169,47.4,84.22,71.33,
180904N411925-114-1634600169,194.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.4,47.4,23.7,194.5,1,1634600169,56.35,102.11,86.1,
180507NB-105-007802658X,156.36,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.37,47.37,23.68,156.36,3,007802658X,47.37,84.16,71.29,
180905M4655857-093-0134291808,140.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.19,47.19,23.59,140.25,9,0134291808,43.58,76.58,65.03,
180718BX-098-1337408336,155.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.16,47.16,23.58,155.45,2,1337408336,47.16,83.74,70.93,
180910M4638663-094-1285868579,144.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.11,47.11,23.55,144.95,1,1285868579,44.69,78.8,66.86,
180529BX-079-1305865758,154.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.0,47.0,23.5,154.75,2,1305865758,47,83.41,70.66,
180815M-094-1305865758,159.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.0,47.0,23.5,159.5,2,1305865758,48.11,85.64,72.51,
180830M4628491-096-0134488954,149.15,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,46.44,46.44,23.22,149.15,1,0134488954,45.68,80.77,68.49,
180404M-135-1337557560,197.42,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,57.04,57.04,28.52,197.42,1,1337557560,57.04,103.49,87.23,
180809NB-094-0134525078,149.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,46.33,46.33,23.16,149.5,1,0134525078,45.76,80.94,68.62,
180720MB-094-0134525078,149.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,46.33,46.33,23.16,149.5,1,0134525078,45.76,80.94,68.62,
180829M4645027-89-1337110213,142.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,46.08,46.08,23.04,142.5,1,1337110213,44.11,77.64,65.91,
180905N434490-089-1337110213,139.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,46.08,46.08,23.04,139.5,4,1337110213,43.41,76.23,64.74,
180817M-129-1319098770,186.05,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.36,54.36,27.18,186.05,4,1319098770,54.36,98.14,82.81,
18016nb-095-1337095478,149.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.85,45.85,22.93,149.9,5,1337095478,45.85,81.12,68.78,
180926M-4664718-085-0323328520,149.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.85,45.85,22.93,149.9,8,0323328520,45.85,81.12,68.78,
180809NB-092-1337401056,149.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.76,45.76,22.88,149.5,1,1337401056,45.76,80.94,68.62,
180822NNR-117-0073398160,149.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.76,45.76,22.88,149.5,4,0073398160,45.76,80.94,68.62,
180815M-092-1337401056,142.8,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.76,45.76,22.88,142.8,1,1337401056,44.18,77.78,66.02,
180824N428736-111-0134420101,168.15,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.15,50.15,25.07,168.15,1,0134420101,50.15,89.71,75.87,
180906M4652350-099-1337563897,148.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.52,45.52,22.76,148.5,3,1337563897,45.52,80.47,68.24,
180820FNR-127-1305870387,148.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.52,45.52,22.76,148.5,5,1305870387,45.52,80.47,68.24,
180813MB-094-1305964306,146.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.04,45.04,22.52,146.45,1,1305964306,45.04,79.5,67.44,
180729BX-085-1337557951,147.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.4,45.4,22.7,147.95,9,1337557951,45.4,80.21,68.02,
180814BX-096-1259686698,147.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.29,45.29,22.64,147.5,10,1259686698,45.29,80,67.85,
180916BX-086-1305964152,147.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.29,45.29,22.64,147.5,2,1305964152,45.29,80,67.85,
180823M4642649-088-0134420187,139.48,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.83,44.83,22.41,139.48,1,0134420187,43.4,76.22,64.73,
180905M4655857-097-0134557468,148.76,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.59,45.59,22.8,148.76,1,0134557468,45.59,80.59,68.34,
180817M-094-1337559806,143.35,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.98,44.98,22.49,143.35,2,1337559806,44.31,78.04,66.24,
180821M4587270-120-0134484924,175.82,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,78.84,78.84,39.42,175.82,1,0134484924,51.95,93.32,78.84,
180822NNR-105-1319013384,145.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.93,44.93,22.46,145.98,1,1319013384,44.93,79.28,67.26,
180220MB-091-0134166191,137.96,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.87,44.87,22.43,137.96,1,0134166191,43.04,75.51,64.14,
